CO_IES;NO_IES;SGL_IES;CO_MANTENEDORA;CO_CATEGORIA_ADMINISTRATIVA;DS_CATEGORIA_ADMINISTRATIVA;CO_ORGANIZACAO_ACADEMICA;DS_ORGANIZACAO_ACADEMICA;CO_MUNICIPIO_IES;NO_MUNICIPIO_IES;CO_UF_IES;SGL_UF_IES;NO_REGIAO_IES;IN_CAPITAL_IES;QT_TEC_TOTAL;QT_TEC_FUND_INCOMP_FEM;QT_TEC_FUND_INCOMP_MASC;QT_TEC_FUND_COMP_FEM;QT_TEC_FUND_COMP_MASC;QT_TEC_MEDIO_FEM;QT_TEC_MEDIO_MASC;QT_TEC_SUPERIOR_FEM;QT_TEC_SUPERIOR_MASC;QT_TEC_ESPECIALIZACAO_FEM;QT_TEC_ESPECIALIZACAO_MASC;QT_TEC_MESTRADO_FEM;QT_TEC_MESTRADO_MASC;QT_TEC_DOUTORADO_FEM;QT_TEC_DOUTORADO_MASC;IN_ACESSO_PORTAL_CAPES;IN_ACESSO_OUTRAS_BASES;IN_REFERENTE;VL_RECEITA_PROPRIA;VL_TRANSFERENCIA;VL_OUTRA_RECEITA;VL_DES_PESSOAL_REM_DOCENTE;VL_DES_PESSOAL_REM_TECNICO;VL_DES_PESSOAL_ENCARGO;VL_DES_CUSTEIO;VL_DES_INVESTIMENTO;VL_DES_PESQUISA;VL_DES_OUTRAS
1771;FACULDADE SANTA MARIA;FSM;1173;5;Privada sem fins lucrativos;3;Faculdade;2611606;RECIFE;26;PE;Nordeste;1;22;0;0;2;0;3;4;4;9;0;0;0;0;0;0;1;1;2;1308746.6;0;890444.4;959772.6;445740;64615.6;136515;60526.8;0;0
13467;FACULDADE DE TECNOLOGIA EM SAÚDE CIEPH;FACTES;3482;4;Privada com fins lucrativos;3;Faculdade;4205407;FLORIANOPOLIS;42;SC;Sul;1;20;3;0;0;0;2;0;2;0;9;0;3;0;1;0;0;0;2;649200;0;15075;90369.6;109988.6;115155.6;152232;4793;36614.8;7100
14090;FACULDADE BETIM;FABE;2124;5;Privada sem fins lucrativos;3;Faculdade;3106705;BETIM;31;MG;Sudeste;0;18;1;0;1;0;5;2;2;1;2;1;1;2;0;0;1;1;1;41641898.2;0;3338818.6;11935635.4;7957090.2;4190048.4;1436807.4;2881267;139587.8;17457978.6
709;INSTITUTO DE CIÊNCIAS EXATAS;UNEB;472;5;Privada sem fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;28;0;0;0;0;4;3;13;4;1;1;1;1;0;0;0;0;2;5017257;0;490347.8;1983597.6;990460.2;730555.4;40000;0;168226.4;1572988.2
2444;FACULDADE JOÃO CALVINO;FJC;1591;5;Privada sem fins lucrativos;3;Faculdade;2903201;BARREIRAS;29;BA;Nordeste;0;8;0;0;0;0;2;0;0;1;4;0;0;1;0;0;1;0;1;800000;0;0;172800;82800;23655.2;0;0;0;16320
906;FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SUMARÉ;FECGS;636;5;Privada sem fins lucrativos;3;Faculdade;3552403;SUMARE;35;SP;Sudeste;0;22;0;1;0;2;0;5;0;11;0;1;0;2;0;0;0;0;1;11894390.4;0;0;3806205;1427326.8;951551.2;1784158.6;713663.4;832607.4;356831.8
722;ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS;EEFA;484;5;Privada sem fins lucrativos;3;Faculdade;3504008;ASSIS;35;SP;Sudeste;0;29;0;0;1;3;10;8;3;1;1;2;0;0;0;0;1;1;1;1191162.6;0;0;664775;339524.8;386655.4;85487.6;0;0;69856
909;FACULDADE DE BELFORD ROXO;FABEL;638;5;Privada sem fins lucrativos;3;Faculdade;3300456;BELFORD ROXO;33;RJ;Sudeste;0;45;2;3;3;7;14;4;4;3;2;3;0;0;0;0;1;0;1;3889601;0;0;1485919.8;795636.4;149411.2;251934.2;124983.2;0;381468.4
2521;INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DO PIAUÍ;ISESPI;1644;4;Privada com fins lucrativos;3;Faculdade;2202307;CANTO DO BURITI;22;PI;Nordeste;0;8;3;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;924000;0;0;152000;52052;58500;250000;240000;72300;90000
1823;INSTITUTO DE ENSINO SUPERIOR DO AMAPÁ;IESAP;1208;4;Privada com fins lucrativos;3;Faculdade;1600303;MACAPA;16;AP;Norte;1;49;1;2;6;1;12;10;8;2;6;0;1;0;0;0;0;0;1;1282968;1980023;4315;181187;500016;262773;155670;0;0;384294
3204;FACULDADE DE QUATRO MARCOS;FQM;2032;4;Privada com fins lucrativos;3;Faculdade;5107107;SAO JOSE DOS QUATRO MARCOS;51;MT;Centro-Oeste;0;11;1;2;0;0;2;2;1;0;2;0;1;0;0;0;1;0;1;1879671.4;0;177197.4;837429.8;181873.2;628779.8;0;905766;0;2722.4
3869;INSTITUTO FLORENCE DE ENSINO SUPERIOR;IFES;2440;4;Privada com fins lucrativos;3;Faculdade;2111300;SAO LUIS;21;MA;Nordeste;1;86;0;0;1;0;10;7;7;4;18;10;9;14;4;2;1;0;2;6895440.8;0;0;1237098.8;312053.6;479071.2;212567.4;1101397.8;21386.6;925789.6
1723;ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO;ESAGS;1139;5;Privada sem fins lucrativos;3;Faculdade;3547809;SANTO ANDRE;35;SP;Sudeste;0;15;0;0;0;0;0;1;5;4;1;2;1;1;0;0;0;1;1;8873267.4;385233;53289.8;1398480.2;925638.8;1064388.6;4120559.2;0;0;300
16881;Faculdade Para o Desenvolvimento do Sudeste Tocantinense;FADES;3496;5;Privada sem fins lucrativos;3;Faculdade;1707009;DIANOPOLIS;17;TO;Norte;0;7;0;0;0;0;1;1;3;0;1;1;0;0;0;0;0;0;1;825000;0;0;590000;63328;12000;43000;0;0;100000
12784;FACULDADE DE TECNOLOGIA TECBRASIL - UNIDADE NOVO HAMBURGO;Ftec Novo Hamburgo;2107;4;Privada com fins lucrativos;3;Faculdade;4313409;NOVO HAMBURGO;43;RS;Sul;0;38;2;0;0;1;4;1;2;0;4;4;9;9;1;1;1;1;2;1035814;0;2450;462314.4;91304.6;205956.6;308352.2;112846;0;48529.4
2554;FACULDADE DE EDUCAÇÃO SANTA TEREZINHA;FEST;1664;4;Privada com fins lucrativos;3;Faculdade;2105302;IMPERATRIZ;21;MA;Nordeste;0;49;3;0;4;0;10;11;8;3;6;3;1;0;0;0;0;1;2;2508218.8;0;0;2508218.8;217316;608341.4;53648.4;0;0;0
13484;FACULDADE EUROPÉIA DE VITÓRIA;FAEV;12545;4;Privada com fins lucrativos;3;Faculdade;3201308;CARIACICA;32;ES;Sudeste;0;4;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;2;211940.6;0;107600.8;237082;56921.4;783.2;8542;0;0;20059
592;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;8137;1;Pública Federal;1;Universidade;3138203;LAVRAS;31;MG;Sudeste;0;501;2;19;2;29;29;100;33;55;88;65;41;25;10;3;1;1;2;4100115;232093486;33502961;143034718;1;21225327;58137971;47134920;163625;0
5133;FACULDADE DE TECNOLOGIA SENAC SÃO MIGUEL DO OESTE;5133;2084;5;Privada sem fins lucrativos;3;Faculdade;4217204;SAO MIGUEL D´OESTE;42;SC;Sul;0;17;0;0;1;0;1;2;3;2;7;1;0;0;0;0;1;1;2;1910570.8;0;0;624520;530358;393675;51938;65831;0;0
2793;FACULDADE UNIÃO;FACULDADE UNIÃO;1817;4;Privada com fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;16;1;1;0;0;3;2;4;1;4;0;0;0;0;0;0;0;1;2573914.6;0;6347;145179;234110.4;278348.4;1461032;0;0;676427.2
1892;FACULDADE ENIAC;ENIAC;1243;4;Privada com fins lucrativos;3;Faculdade;3518800;GUARULHOS;35;SP;Sudeste;0;67;0;0;4;5;15;23;11;4;2;0;1;2;0;0;1;1;1;21895549.8;0;384274.6;4846837.4;294613.6;1824651.8;3029426.4;652790;0;3007883.8
3377;FACULDADE MONTESSORIANO DE SALVADOR;FAMA;3344;5;Privada sem fins lucrativos;3;Faculdade;2927408;SALVADOR;29;BA;Nordeste;1;12;0;0;0;0;2;5;4;0;0;1;0;0;0;0;1;1;1;928265.2;0;0;438471.2;219235.6;0;176065.8;0;11272.8;28744.4
409;UNIVERSIDADE DE PERNAMBUCO;UPE;283;2;Pública Estadual;1;Universidade;2611606;RECIFE;26;PE;Nordeste;1;3309;61;117;94;65;1366;367;605;129;366;35;81;11;9;3;1;1;2;2181647.6;453913662.4;3597894.8;104976610.8;134776006.2;54726164.4;6798117.2;16417103.2;2351088;123388639.6
1628;FACULDADE DE CIÊNCIAS HUMANAS DE AGUAÍ;FACHA;1069;4;Privada com fins lucrativos;3;Faculdade;3500303;AGUAI;35;SP;Sudeste;0;4;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;588165.8;0;0;205204.8;98005.8;132806.4;0;60548;0;83728.8
780;UNIVERSIDADE DE CUIABÁ;UNIC / PITÁGORAS;533;4;Privada com fins lucrativos;1;Universidade;5103403;CUIABA;51;MT;Centro-Oeste;1;666;10;6;73;50;194;135;99;71;15;7;3;2;1;0;1;1;1;290123843;0;137991758;50820732;62613098;56701455;32912030;22648758;0;38953468
12268;FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE;FACO;3389;4;Privada com fins lucrativos;3;Faculdade;4106605;CRUZEIRO DO OESTE;41;PR;Sul;0;5;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;44782.4;0;0;59037.4;16475.4;50436;28373.2;35989.4;0;0
1079;FACULDADE MARINGÁ;CESPAR;754;5;Privada sem fins lucrativos;3;Faculdade;4115200;MARINGA;41;PR;Sul;0;73;7;6;0;0;18;3;14;11;9;5;0;0;0;0;1;1;2;8441874.4;0;35093.8;2267785.4;1078588.4;1179770;2328748.6;98709;21695.6;704270.2
881;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS;IMESA;615;3;Pública Municipal;3;Faculdade;3504008;ASSIS;35;SP;Sudeste;0;61;0;1;4;7;1;1;17;18;5;3;1;1;0;2;0;0;1;10744078.6;232868.2;673509;4490292.2;1958497.4;1823133.8;2795504;898473.8;0;63794.4
1632;FACULDADE PITÁGORAS DE LONDRINA;;14514;4;Privada com fins lucrativos;3;Faculdade;4113700;LONDRINA;41;PR;Sul;0;52;0;0;2;3;9;7;7;6;3;3;3;5;1;3;0;1;1;978474253;0;379300621;67406093;65877471;66505866;169560708;36519610;0;289464144
3568;FACULDADE DE DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;FADIRE;2258;4;Privada com fins lucrativos;3;Faculdade;2612505;SANTA CRUZ DO CAPIBARIBE;26;PE;Nordeste;0;16;3;3;0;0;5;0;0;0;2;1;0;2;0;0;1;0;2;1149630;0;0;307790.6;143683.2;137377.6;66995.8;0;0;462631.6
4814;FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD;;796;5;Privada sem fins lucrativos;3;Faculdade;3554102;TAUBATE;35;SP;Sudeste;0;12;0;0;0;0;0;2;1;4;2;2;0;0;0;1;0;0;2;613313;0;0;574860.2;21990.4;374264.2;204565.8;0;0;0
1468;FACULDADE ESAMC UBERLÂNDIA;ESAMC;970;4;Privada com fins lucrativos;3;Faculdade;3170206;UBERLANDIA;31;MG;Sudeste;0;49;0;2;1;3;14;6;7;8;3;0;2;0;2;1;0;0;1;14084338;0;0;2247495.6;768785;1530880.4;0;2194130.6;0;2825810.4
2460;FACULDADE ESTÁCIO DE NATAL;ESTÁCIO DE NATAL;545;4;Privada com fins lucrativos;3;Faculdade;2408102;NATAL;24;RN;Nordeste;1;39;0;0;0;1;14;10;4;3;4;2;1;0;0;0;1;0;2;17238208.8;0;980650.4;2482002;855975.4;980650.4;3067070;0;0;2257691.4
11861;FACULDADE DE CIÊNCIAS APLICADAS E TECNOLÓGICAS DO LITORAL SUL;FACSUL;3436;5;Privada sem fins lucrativos;3;Faculdade;3522109;ITANHAEM;35;SP;Sudeste;0;7;0;0;0;0;2;2;2;0;0;0;1;0;0;0;1;1;2;420000;20000;152000;240000;100000;60000;37000;120000;30000;5000
2014;FACULDADE SETELAGOANA DE CIÊNCIAS GERENCIAIS;FASCIG;1509;5;Privada sem fins lucrativos;3;Faculdade;3167202;SETE LAGOAS;31;MG;Sudeste;0;44;5;0;1;2;13;7;10;3;1;0;1;1;0;0;0;0;1;287836410;0;492143.2;43252169.6;37730616;11043107.2;81235579.6;2314934.6;5144299.2;69899573.8
372;FACULDADE DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO;FABCI;261;5;Privada sem fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;146;0;1;1;0;26;18;44;34;6;7;2;5;1;1;0;1;1;2074830.6;769142.2;72094.6;835425.6;329877.4;682253.4;0;15577.2;14135;1038798.8
12723;FACULDADE DE TECNOLOGIA FINACI;FINACI;3554;5;Privada sem fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;16;0;0;3;0;3;3;1;0;4;0;0;1;0;1;1;1;1;2253546.6;0;5248.2;488511.4;280976.6;265473.4;1026521.2;0;0;236844.6
1366;FACULDADE BARDDAL;FB-SI;802;5;Privada sem fins lucrativos;3;Faculdade;4205407;FLORIANOPOLIS;42;SC;Sul;1;17;2;0;1;4;1;1;4;2;1;1;0;0;0;0;1;0;1;728272.6;0;0;233047.2;87392.8;58261.8;109240.8;43696.4;50979;21848.2
5020;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ S ANT. PÁDUA;904;2;Pública Estadual;3;Faculdade;3304706;SANTO ANTONIO DE PADUA;33;RJ;Sudeste;0;7;0;0;0;0;2;0;2;0;3;0;0;0;0;0;0;0;1;1630307.6;716375399.6;353473.4;433905820.2;250253087.4;227365546;46808201;26744405.6;1;198922
30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;30;5;Privada sem fins lucrativos;1;Universidade;3101607;ALFENAS;31;MG;Sudeste;0;891;88;197;11;51;136;130;94;81;55;34;7;5;1;1;1;1;2;134356375.8;109661;47883690;34443906.8;34088796.2;46830091.6;39673380.4;19347556.8;203165.4;38162705.2
1305;FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP;FIS;533;4;Privada com fins lucrativos;3;Faculdade;5107909;SINOP;51;MT;Centro-Oeste;0;16;0;0;0;1;7;4;1;1;2;0;0;0;0;0;0;1;1;290123843;0;137991758;50820732;62613098;56701455;32912030;22648758;0;38953468
4938;FACULDADE CLARETIANA DE TEOLOGIA;;780;5;Privada sem fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;28;0;0;3;0;7;4;7;5;1;0;0;0;0;1;0;0;2;442023.2;0;409.4;331517.6;377661;119099.8;492488;22508;0;178200.2
1554;FACULDADES INTEGRADAS DO VALE DO RIBEIRA;FIVR;715;4;Privada com fins lucrativos;3;Faculdade;3542602;REGISTRO;35;SP;Sudeste;0;56;0;0;0;0;4;14;6;16;0;6;5;3;0;2;1;1;2;12612662.4;0;253254.2;1495303.6;1466152.2;2175529.6;2262727.4;771769;0;275431.2
2075;INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS;IESA;637;5;Privada sem fins lucrativos;3;Faculdade;2704302;MACEIO;27;AL;Nordeste;1;39;1;0;0;1;10;8;6;6;3;4;0;0;0;0;0;1;1;4083138;0;1699724.8;914109.8;613481.6;877770;4058250.2;243274.2;0;4765
4028;FACULDADE DE ITAPECERICA DA SERRA;FIT;2529;4;Privada com fins lucrativos;3;Faculdade;3522208;ITAPECERICA DA SERRA;35;SP;Sudeste;0;13;2;1;1;0;3;3;1;0;1;1;0;0;0;0;1;1;1;1015425.4;0;0;324936.2;121851;81234;152313.8;60925.6;71079.8;30462.8
3682;INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA;ISEMI;2331;3;Pública Municipal;3;Faculdade;3302205;ITAPERUNA;33;RJ;Sudeste;0;24;0;0;0;0;4;1;4;3;0;2;2;7;1;0;0;0;1;700;2703347.6;0;512670.4;532336.2;223024.4;693591.8;12798;0;463719.8
847;FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS;FPPD;587;5;Privada sem fins lucrativos;3;Faculdade;2211001;TERESINA;22;PI;Nordeste;1;145;7;14;3;10;31;38;20;10;7;4;1;0;0;0;0;1;1;15238134.6;0;2363764.6;3302582.6;1400283;2508947.6;6926688.6;142806.6;0;29529.2
1573;FACULDADE ALFREDO NASSER;FAN;1032;5;Privada sem fins lucrativos;3;Faculdade;5201405;APARECIDA DE GOIANIA;52;GO;Centro-Oeste;0;150;9;1;14;9;51;33;14;17;0;2;0;0;0;0;1;1;1;23278030.4;0;420130.2;7101557.4;3680439.6;4228701.8;3069768.2;0;0;0
4153;FACULDADE JOAQUIM NABUCO RECIFE;FJN;1847;4;Privada com fins lucrativos;3;Faculdade;2611606;RECIFE;26;PE;Nordeste;1;187;3;4;10;5;69;50;7;19;6;6;4;3;0;1;1;1;2;32826000;0;759000;4543000;2090000;3902000;3177000;0;0;299000
502;CENTRO UNIVERSITÁRIO MONTE SERRAT;UNIMONTE;346;4;Privada com fins lucrativos;2;Centro Universitário;3548500;SANTOS;35;SP;Sudeste;0;141;1;0;0;0;12;9;52;29;8;8;9;10;3;0;1;1;1;45795706.6;0;1152512.4;5916108;4498830.6;8153875;16959969.4;5549605;0;13593736.6
349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;14298;4;Privada com fins lucrativos;2;Centro Universitário;3106200;BELO HORIZONTE;31;MG;Sudeste;1;1332;42;30;18;18;140;171;161;105;82;75;201;196;53;40;1;1;1;201308110.6;0;5596059.6;34194455.8;17815096.4;20287074;16017705.8;9421649;416746.6;32355426
1312;FACULDADES INTEGRADAS DE RONDONÓPOLIS;FAIR;15801;4;Privada com fins lucrativos;3;Faculdade;5107602;RONDONOPOLIS;51;MT;Centro-Oeste;0;35;11;3;2;0;3;5;8;1;2;0;0;0;0;0;1;1;1;166287486;0;7662222;26314363;3371943;21722536;14444851;10605338;11094299;0
1301;INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR;IMMES;2395;5;Privada sem fins lucrativos;3;Faculdade;3529302;MATAO;35;SP;Sudeste;0;6;0;0;1;0;3;0;1;0;0;0;1;0;0;0;1;1;1;1274520;0;0;419265;103018;255879;310915;35576;0;149867
734;FACULDADES INTEGRADAS MARIA IMACULADA;FIMI;494;5;Privada sem fins lucrativos;3;Faculdade;3530706;MOGI-GUACU;35;SP;Sudeste;0;28;4;5;0;1;4;3;6;2;1;0;1;1;0;0;1;0;1;5645026.2;0;0;1643663.4;568414.2;795056.2;1257184.6;0;0;488177
1124;INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE BARREIRAS;IESUB;736;4;Privada com fins lucrativos;3;Faculdade;2903201;BARREIRAS;29;BA;Nordeste;0;37;0;0;0;0;9;6;10;4;8;0;0;0;0;0;0;0;2;4009567.6;0;0;1932022.4;434992.6;210750.8;740150.4;210800;105080;301753
2322;FACULDADE ATENEU;FATE;1501;4;Privada com fins lucrativos;3;Faculdade;3205200;VILA VELHA;32;ES;Sudeste;0;6;0;0;0;0;1;0;3;2;0;0;0;0;0;0;1;0;1;345456.4;10280;32745;89235;68172;52263.6;178811;0;0;0
1679;FACULDADE DE CAMPINA GRANDE DO SUL;FACSUL;1104;4;Privada com fins lucrativos;3;Faculdade;4104006;CAMPINA GRANDE DO SUL;41;PR;Sul;0;9;0;0;0;0;3;1;2;1;1;0;1;0;0;0;1;1;1;1725108;0;0;595710;157713;287838.8;132918.8;96536.8;0;1313493.2
12923;FACULDADE DE TECNOLOGIA IPANEMA;;3039;4;Privada com fins lucrativos;3;Faculdade;3552205;SOROCABA;35;SP;Sudeste;0;10;0;0;0;0;4;1;2;1;0;2;0;0;0;0;0;1;2;572865.4;0;965.4;219509.4;471497.2;165425.8;897596.2;0;0;30408.6
15428;FACULDADE DOM HEITOR SALES;FAHS;14980;5;Privada sem fins lucrativos;3;Faculdade;2408102;NATAL;24;RN;Nordeste;1;7;0;1;0;0;0;1;4;1;0;0;0;0;0;0;0;0;2;432646.4;150000;72308.8;249122.8;67927.2;112704;97640.6;28462.6;0;0
1758;FACULDADE INDEPENDENTE DO NORDESTE;FAINOR;1163;4;Privada com fins lucrativos;3;Faculdade;2933307;VITORIA DA CONQUISTA;29;BA;Nordeste;0;174;10;15;8;3;43;33;35;11;12;4;0;0;0;0;0;1;2;26412701.4;0;330347;6339953;1992853.2;2991519;2826002;304508;0;369303
2021;FACULDADE JK - UNIDADE II - GAMA;;1327;4;Privada com fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;30;3;0;1;5;5;7;4;1;4;0;0;0;0;0;1;1;2;6320431.8;0;0;2657265.4;938105.4;0;948064.8;316021.6;126408.6;63204.4
10349;FACULDADE DE TECNOLOGIA IPPEO;IPPEO;12852;4;Privada com fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;4;0;0;0;0;3;0;0;0;1;0;0;0;0;0;1;1;1;370026.2;0;0;28535;24814.4;38954;203658;0;0;0
2849;ESCOLA SUPERIOR DOM HELDER CÂMARA;ESDHC;1856;5;Privada sem fins lucrativos;3;Faculdade;3106200;BELO HORIZONTE;31;MG;Sudeste;1;144;0;1;7;7;15;9;48;44;1;1;3;6;0;2;1;1;2;24464535.8;41117;581445.6;6456469.4;3774023;5165518.2;7243726.4;369233.2;1014554.6;806775
1346;FACULDADE BATISTA DE MINAS GERAIS;FBMG;898;5;Privada sem fins lucrativos;3;Faculdade;3106200;BELO HORIZONTE;31;MG;Sudeste;1;21;0;0;0;0;2;4;5;2;0;4;1;3;0;0;0;1;2;7278963.2;0;212017.4;2521734.8;1257867.8;1148703.4;205234;115702.4;13443.6;787714.8
12;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;15596;1;Pública Federal;1;Universidade;4315602;RIO GRANDE;43;RS;Sul;0;1142;4;30;15;26;183;191;115;96;191;119;94;51;14;13;1;0;1;2507613.6;434615196;5553497.8;90556973;74034932.8;32749897.4;61208857.2;26032072.2;26769189.8;0
57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;37;2;Pública Estadual;1;Universidade;4115200;MARINGA;41;PR;Sul;0;1609;5;115;17;57;209;316;154;164;276;148;62;41;29;16;1;1;2;36958376.4;360903638;3923416.8;187010719.8;124673813.2;5608947.6;67005336.4;19303223;0;0
16410;Faculdade de Tecnologia de Catanduva;FATEC Catanduva;33;2;Pública Estadual;3;Faculdade;3511102;CATANDUVA;35;SP;Sudeste;0;11;0;0;0;0;3;1;2;2;2;1;0;0;0;0;0;0;1;0;340552678;0;215275480.2;26065258;68228218.8;8431563.8;22552157.2;0;0
754;CENTRO DE ENSINO SUPERIOR DE CATALÃO;CESUC;510;5;Privada sem fins lucrativos;3;Faculdade;5205109;CATALAO;52;GO;Centro-Oeste;0;59;0;1;9;4;20;7;6;5;2;2;1;2;0;0;1;1;1;7457620.6;0;301471.2;2406497.6;1282564;1409297.4;664656.4;331538.2;0;2650168.8
302;FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E CONTÁBEIS DE DIVINÓPOLIS;FACED;216;4;Privada com fins lucrativos;3;Faculdade;3122306;DIVINOPOLIS;31;MG;Sudeste;0;52;5;2;1;1;9;4;5;4;9;6;4;2;0;0;1;0;1;6236073;0;14748;1886997;668647;1751708;141808;187990;240209;812981
1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;112;2;Pública Estadual;1;Universidade;3106200;BELO HORIZONTE;31;MG;Sudeste;1;224;1;4;1;1;31;16;81;29;36;14;7;3;0;0;1;0;2;537241;112679155.2;30842832.2;125348168.6;3744167.4;0;31882324;35731980.4;1000000;0
14209;Faculdade Presidente Antônio Carlos de Lagoa Santa;FUNEES;221;5;Privada sem fins lucrativos;3;Faculdade;3137601;LAGOA SANTA;31;MG;Sudeste;0;7;0;1;1;0;0;1;2;0;0;0;1;1;0;0;1;1;2;184800;0;34671.2;100775.2;54263.6;51679.6;12618.8;0;0;0
3611;FACULDADES INTEGRADAS DA UNIÃO DE ENSINO SUPERIOR CERTO;UNICERTO;1046;4;Privada com fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;4;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;1;1;18936;0;0;69926;73118.4;14325.8;0;0;0;0
10418;FACULDADE HSM;;3099;4;Privada com fins lucrativos;3;Faculdade;3547502;SANTA RITA DO PASSA QUATRO;35;SP;Sudeste;0;26;0;0;6;2;6;2;5;2;1;1;1;0;0;0;1;0;1;167387.2;0;0;53564;20086.4;13391;25108;10043.2;11717.2;5021.6
1640;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS;FACULDADE AGES;1077;4;Privada com fins lucrativos;3;Faculdade;2923803;PARIPIRANGA;29;BA;Nordeste;0;111;0;0;0;0;38;37;25;9;2;0;0;0;0;0;0;0;2;22503446.4;0;1581993.6;5107454;1902857.2;2463996.8;2186962.4;7664910.2;900000;5029698.2
14101;Faculdade Presidente Antônio Carlos de Baependi;FUNEES Baependi;221;5;Privada sem fins lucrativos;3;Faculdade;3104908;BAEPENDI;31;MG;Sudeste;0;9;0;0;0;0;3;2;1;0;1;0;1;1;0;0;0;1;2;1075370.8;0;285112.2;380809.4;205051.2;195286.8;373511.6;0;0;0
2568;FACULDADE ZACARIAS DE GÓES;FAZAG;1668;5;Privada sem fins lucrativos;3;Faculdade;2932903;VALENCA;29;BA;Nordeste;0;31;1;0;0;1;14;10;2;1;1;1;0;0;0;0;1;1;2;5436879.8;0;0;1128835.2;347586;856733.2;1119387.6;880124.2;315037.4;0
1438;FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS;FACAMP;950;4;Privada com fins lucrativos;3;Faculdade;3509502;CAMPINAS;35;SP;Sudeste;0;168;8;4;21;28;28;17;37;23;0;1;1;0;0;0;0;1;1;53218726;0;0;13148087.6;3116087.6;13562149.6;10774682.2;657134.4;0;5741290.6
1872;FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA;FARESC;599;5;Privada sem fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;150;15;7;20;10;39;29;10;6;8;6;0;0;0;0;1;0;1;23977556.2;0;465623;5727221.6;4058447;4037011.8;6072424.4;2194847.4;36957.6;3840168
361;FACULDADE PAULISTA DE SERVIÇO SOCIAL DE SÃO CAETANO DO SUL;FAPSS-SCS;252;5;Privada sem fins lucrativos;3;Faculdade;3548807;SAO CAETANO DO SUL;35;SP;Sudeste;0;6;0;0;0;0;2;1;2;1;0;0;0;0;0;0;0;0;2;1350637.4;253917.8;1604555.2;818323.2;144410;317702;370575.6;0;0;27547.8
4356;FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES;FACIP;56;3;Pública Municipal;3;Faculdade;2610004;PALMARES;26;PE;Nordeste;0;23;0;0;0;2;2;0;1;0;5;9;1;3;0;0;0;0;1;1000337.4;0;16599.6;214669.6;95024.4;60459.6;6628;0;0;1075.6
1908;ESCOLA DE ENSINO SUPERIOR FABRA;FABRA;1256;5;Privada sem fins lucrativos;3;Faculdade;3205002;SERRA;32;ES;Sudeste;0;35;0;0;0;0;13;4;7;0;4;5;1;1;0;0;0;0;2;906962.8;0;0;135016;47299.6;87716.4;459204.4;0;0;73407.2
